序号,股票代码,股票简称,最新价,量价齐升天数,阶段涨幅,累计换手率,所属行业
466,300571,平治信息,30.3,2,6.02,8.57,通信服务
467,300575,中旗股份,5.96,2,1.88,4.72,农化制品
468,300578,会畅科技,24.85,2,24.19,32.07,通信服务
469,300581,晨曦航空,17.92,2,6.79,19.74,军工装备
470,300588,熙菱信息,27.63,2,2.14,7.44,计算机设备
471,300601,康泰生物,15.95,2,4.25,3.61,生物制品
472,300605,恒锋信息,16.65,2,5.58,18.28,软件开发
473,300608,思特奇,12.06,2,7.39,8.29,软件开发
474,300614,百川畅银,12.75,2,1.35,3.72,环境治理
475,300624,万兴科技,82.55,2,11.98,26.0,软件开发
476,300634,彩讯股份,29.54,2,14.01,18.37,IT服务
477,300638,广和通,30.89,2,5.07,21.01,通信设备
478,300641,正丹股份,18.57,2,2.2,2.96,化学制品
479,300642,透景生命,20.35,2,5.93,13.15,医疗器械
480,300643,万通智控,19.95,2,3.85,6.44,汽车零部件
481,300645,正元智慧,19.46,2,3.84,7.1,计算机设备
482,300653,正海生物,21.15,2,1.88,3.22,医疗器械
483,300654,世纪天鸿,10.84,2,9.49,13.81,文化传媒
484,300659,中孚信息,16.06,2,4.35,15.36,计算机设备
485,300664,鹏鹞环保,5.59,2,2.57,6.25,环境治理
486,300667,必创科技,18.58,2,4.38,14.49,通用设备
487,300673,佩蒂股份,18.81,2,2.12,8.4,农产品加工
488,300676,华大基因,51.69,2,8.89,6.24,医疗服务
489,300682,朗新集团,16.3,2,4.35,5.15,IT服务
490,300685,艾德生物,21.69,2,3.48,3.64,医疗器械
491,300688,创业黑马,31.43,2,4.77,21.88,教育
492,300696,爱乐达,32.09,2,6.58,16.54,军工装备
493,300699,光威复材,42.76,2,12.88,21.83,军工装备
494,300710,万隆光电,33.4,2,4.38,32.04,通信设备
495,300711,广哈通信,24.41,2,4.27,8.04,通信设备
496,300719,安达维尔,18.43,2,5.07,19.36,军工装备
497,300722,新余国科,37.5,2,6.29,14.55,军工装备
498,300723,一品红,37.36,2,5.57,6.51,化学制药
499,300726,宏达电子,54.65,2,7.03,23.72,军工电子
500,300729,乐歌股份,14.39,2,3.6,4.11,家居用品
501,300730,科创信息,14.17,2,5.2,13.59,软件开发
502,300733,西菱动力,19.89,2,8.1,13.89,汽车零部件
503,300747,锐科激光,33.91,2,12.28,24.43,自动化设备
504,300762,上海瀚讯,51.0,2,22.77,44.78,军工电子
505,300766,每日互动,38.84,2,11.32,36.13,软件开发
506,300768,迪普科技,20.0,2,3.79,5.75,软件开发
507,300772,运达股份,20.1,2,0.55,5.2,风电设备
508,300775,三角防务,33.81,2,7.71,19.54,军工装备
509,300778,新城市,13.73,2,2.92,4.86,建筑装饰
510,300780,德恩精工,20.88,2,11.48,36.79,通用设备
511,300783,三只松鼠,23.8,2,1.58,7.48,食品加工制造
512,300784,利安科技,51.24,2,2.07,7.64,消费电子
513,300792,壹网壹创,35.15,2,18.07,22.04,互联网电商
514,300804,广康生化,35.96,2,1.61,7.97,农化制品
515,300812,易天股份,29.89,2,3.82,27.75,消费电子
516,300816,艾可蓝,49.99,2,6.98,11.02,汽车零部件
517,300817,双飞集团,21.77,2,5.47,16.71,通用设备
518,300822,贝仕达克,16.63,2,2.46,2.73,消费电子
519,300824,北鼎股份,11.7,2,3.54,3.51,小家电
520,300830,金现代,12.1,2,16.91,29.29,软件开发
521,300840,酷特智能,21.43,2,10.98,44.66,服装家纺
522,300841,康华生物,76.02,2,4.7,4.87,生物制品
523,300845,捷安高科,11.7,2,5.12,8.35,计算机设备
524,300847,中船汉光,18.16,2,4.85,8.75,计算机设备
525,300851,交大思诺,27.6,2,1.88,3.3,轨交设备
526,300853,申昊科技,21.71,2,4.07,6.33,自动化设备
527,300854,中兰环保,17.62,2,4.63,9.2,环境治理
528,300861,美畅股份,15.74,2,3.83,5.4,通用设备
529,300862,蓝盾光电,25.44,2,10.46,15.67,环保设备
530,300864,南大环境,20.2,2,1.66,1.65,环境治理
531,300869,康泰医学,15.95,2,2.57,3.87,医疗器械
532,300875,捷强装备,44.46,2,6.64,16.14,军工装备
533,300877,金春股份,31.39,2,6.19,13.35,纺织制造
534,300878,维康药业,35.33,2,22.16,7.88,中药
535,300880,迦南智能,18.47,2,2.04,1.95,电网设备
536,300886,华业香料,26.64,2,2.07,5.64,美容护理
537,300892,品渥食品,31.7,2,1.83,8.72,饮料制造
538,300895,铜牛信息,54.16,2,7.89,15.96,通信服务
539,300896,爱美客,149.91,2,3.14,5.18,美容护理
540,300898,熊猫乳品,27.68,2,1.35,11.54,饮料制造
541,300899,*ST凯鑫,35.84,2,8.61,5.09,环境治理
542,300912,凯龙高科,19.05,2,18.32,27.37,汽车零部件
543,300915,海融科技,25.32,2,6.48,6.47,饮料制造
544,300921,南凌科技,26.53,2,5.95,22.65,通信服务
545,300922,天秦装备,25.79,2,7.01,17.96,军工装备
546,300928,华安鑫创,32.23,2,2.55,8.3,汽车零部件
547,300930,屹通新材,30.95,2,1.54,6.2,金属新材料
548,300942,易瑞生物,10.03,2,3.94,3.13,医疗器械
549,300943,春晖智控,23.23,2,9.52,36.87,通用设备
550,300945,曼卡龙,16.9,2,3.17,7.39,服装家纺
551,300957,贝泰妮,41.2,2,2.39,2.48,美容护理
552,300958,建工修复,12.82,2,2.89,6.69,环境治理
553,300962,中金辐照,16.81,2,2.0,2.92,其他社会服务
554,300966,共同药业,20.87,2,3.88,4.54,化学制药
555,300968,格林精密,15.36,2,3.71,5.89,消费电子
556,300971,博亚精工,25.66,2,5.6,13.36,专用设备
557,300981,中红医疗,13.08,2,0.93,2.09,医疗器械
558,300987,川网传媒,18.04,2,5.44,4.83,文化传媒
559,300996,普联软件,17.31,2,2.79,8.49,软件开发
560,301001,凯淳股份,31.61,2,6.68,15.89,互联网电商
561,301005,超捷股份,177.78,2,10.96,28.73,汽车零部件
562,301008,宏昌科技,36.82,2,8.29,9.56,白色家电
563,301011,华立科技,26.4,2,1.77,3.76,家居用品
564,301030,仕净科技,12.79,2,3.81,8.05,环保设备
565,301032,新柴股份,12.73,2,2.99,3.85,通用设备
566,301043,绿岛风,59.45,2,0.81,8.21,通用设备
567,301052,果麦文化,41.91,2,6.94,24.04,文化传媒
568,301060,兰卫医学,10.62,2,7.49,8.15,医疗服务
569,301063,海锅股份,25.59,2,4.28,7.66,专用设备
570,301065,本立科技,22.19,2,2.31,3.11,化学制药
571,301077,星华新材,30.85,2,14.51,22.7,化学制品
572,301088,戎美股份,18.26,2,10.0,7.21,服装家纺
573,301091,深城交,27.64,2,2.94,3.97,建筑装饰
574,301102,兆讯传媒,11.37,2,6.26,3.12,文化传媒
575,301103,何氏眼科,20.26,2,1.45,3.01,医疗服务
576,301110,青木科技,84.26,2,22.12,25.11,互联网电商
577,301112,信邦智能,42.71,2,8.02,9.19,自动化设备
578,301117,佳缘科技,59.25,2,16.4,60.1,计算机设备
579,301130,西点药业,30.46,2,5.47,6.05,化学制药
580,301136,招标股份,23.13,2,17.83,28.88,建筑装饰
581,301139,元道通信,19.48,2,3.84,12.18,通信服务
582,301151,冠龙节能,19.43,2,2.21,2.44,通用设备
583,301157,华塑科技,55.53,2,4.16,17.69,其他电源设备
584,301159,三维天地,39.9,2,6.03,17.71,软件开发
585,301171,易点天下,52.69,2,27.06,58.62,文化传媒
586,301172,君逸数码,24.09,2,3.52,9.9,IT服务
587,301175,中科环保,6.21,2,2.99,13.68,环境治理
588,301185,鸥玛软件,19.7,2,2.5,4.61,软件开发
589,301191,菲菱科思,114.5,2,4.86,15.09,通信设备
590,301197,工大科雅,21.33,2,2.16,7.43,通用设备
591,301208,中亦科技,39.86,2,2.49,11.1,IT服务
592,301228,实朴检测,39.15,2,4.71,5.61,其他社会服务
593,301231,荣信文化,39.76,2,26.99,54.95,文化传媒
594,301233,盛帮股份,54.16,2,3.68,11.23,汽车零部件
595,301236,软通动力,49.9,2,3.42,5.97,IT服务
596,301262,海看股份,26.39,2,5.14,11.16,文化传媒
597,301268,铭利达,19.38,2,2.81,2.42,通用设备
598,301273,瑞晨环保,27.22,2,3.42,3.56,通用设备
599,301278,快可电子,34.7,2,1.94,11.67,光伏设备
600,301298,东利机械,16.34,2,1.43,3.83,汽车零部件
601,301299,卓创资讯,57.42,2,3.98,4.01,文化传媒
602,301302,华如科技,24.54,2,5.78,8.53,军工电子
603,301311,昆船智能,19.51,2,3.78,5.33,通用设备
604,301313,凡拓数创,29.55,2,7.65,14.54,文化传媒
605,301316,慧博云通,51.7,2,10.16,14.17,IT服务
606,301318,维海德,29.3,2,3.31,4.19,计算机设备
607,301320,豪江智能,17.8,2,2.65,8.16,自动化设备
608,301329,信音电子,25.49,2,9.87,48.39,消费电子
609,301332,德尔玛,9.58,2,1.48,3.21,小家电
610,301357,北方长龙,153.8,2,6.78,57.22,军工装备
611,301370,国科恒泰,12.55,2,2.53,6.69,医药商业
612,301381,赛维时代,21.75,2,3.82,6.43,互联网电商
613,301386,未来电器,24.71,2,1.65,8.98,电网设备
614,301395,仁信新材,13.9,2,3.35,12.38,塑料制品
615,301428,世纪恒通,35.65,2,3.88,11.11,通信服务
616,301439,泓淋电力,15.32,2,1.12,4.86,电网设备
617,301458,钧崴电子,35.21,2,5.8,14.44,元件
618,301507,民生健康,16.23,2,1.63,13.19,化学制药
619,301517,陕西华达,76.26,2,9.05,41.06,军工电子
620,301519,舜禹股份,13.95,2,3.64,6.25,环境治理
621,301520,万邦医药,42.53,2,3.68,6.37,医疗服务
622,301522,上大股份,43.33,2,9.42,28.71,金属新材料
623,301551,无线传媒,34.01,2,4.71,10.89,文化传媒
624,301558,三态股份,8.59,2,3.62,9.41,互联网电商
625,301571,国科天成,60.92,2,9.59,14.57,军工电子
626,301577,美信科技,59.26,2,3.67,10.14,通信设备
627,301578,辰奕智能,34.98,2,1.92,11.78,黑色家电
628,301584,建发致新,31.02,2,2.51,19.51,医药商业
629,301586,佳力奇,53.11,2,8.99,21.72,军工装备
630,301588,美新科技,19.1,2,5.06,5.75,塑料制品
631,301592,六九一二,127.5,2,3.23,12.63,军工电子
632,301598,博科测试,66.05,2,3.07,12.36,专用设备
633,301667,纳百川,81.39,2,9.42,86.75,汽车零部件
634,302132,中航成飞,86.05,2,7.31,10.16,军工装备
635,600038,中直股份,38.16,2,3.61,7.84,军工装备
636,600050,中国联通,5.42,2,5.04,3.33,通信服务
637,600055,万东医疗,16.97,2,3.35,2.06,医疗器械
638,600088,中视传媒,16.9,2,3.49,3.08,影视院线
639,600126,杭钢股份,8.73,2,4.05,3.86,钢铁
640,600128,苏豪弘业,11.34,2,2.9,5.87,贸易
641,600133,东湖高新,10.66,2,16.0,19.32,环境治理
642,600148,长春一东,20.21,2,2.33,3.48,汽车零部件
643,600151,航天机电,20.72,2,9.05,39.97,光伏设备
644,600153,建发股份,9.43,2,0.96,1.59,物流
645,600168,武汉控股,5.17,2,0.78,2.07,环境治理
646,600201,生物股份,17.4,2,8.01,10.81,养殖业
647,600215,派斯林,8.46,2,21.03,20.01,自动化设备
648,600229,城市传媒,6.64,2,3.59,1.5,文化传媒
649,600261,阳光照明,3.43,2,0.88,2.06,光学光电子
650,600271,航天信息,12.86,2,12.61,22.19,IT服务
651,600272,开开实业,14.31,2,2.51,9.4,医药商业
652,600278,东方创业,7.85,2,1.42,1.93,贸易
653,600282,南钢股份,5.52,2,4.15,2.47,钢铁
654,600284,浦东建设,9.3,2,10.58,10.35,建筑装饰
655,600292,远达环保,14.0,2,7.2,7.69,电力
656,600320,振华重工,5.3,2,4.33,5.46,专用设备
657,600345,长江通信,39.97,2,13.2,37.98,通信设备
658,600351,亚宝药业,6.66,2,0.76,3.13,中药
659,600355,*ST精伦,2.24,2,4.67,6.24,通信设备
660,600356,恒丰纸业,8.85,2,0.68,3.78,造纸
661,600372,中航机载,15.51,2,10.71,12.61,军工装备
662,600391,航发科技,44.4,2,14.79,26.39,军工装备
663,600399,抚顺特钢,6.49,2,6.39,13.56,钢铁
664,600436,片仔癀,172.01,2,1.08,0.7,中药
665,600456,宝钛股份,40.12,2,2.87,13.91,小金属
666,600497,驰宏锌锗,8.51,2,8.82,10.17,工业金属
667,600511,国药股份,29.13,2,0.48,1.78,医药商业
668,600523,贵航股份,16.54,2,4.82,8.28,汽车零部件
669,600526,菲达环保,5.43,2,1.5,2.33,环保设备
670,600536,中国软件,47.5,2,1.21,3.66,IT服务
671,600539,狮头股份,10.51,2,4.27,3.92,互联网电商
672,600551,时代出版,8.48,2,1.92,2.24,文化传媒
673,600556,天下秀,7.82,2,13.66,30.25,文化传媒
674,600557,康缘药业,14.73,2,1.45,2.61,中药
675,600562,国睿科技,32.45,2,12.01,7.28,军工电子
676,600576,祥源文旅,6.63,2,2.47,8.5,旅游及酒店
677,600588,用友网络,14.56,2,7.37,5.71,软件开发
678,600633,浙数文化,13.94,2,5.69,5.22,游戏
679,600635,大众公用,7.06,2,5.85,12.13,燃气
680,600639,浦东金桥,10.58,2,2.22,1.84,房地产
681,600651,飞乐音响,7.64,2,2.83,3.03,汽车零部件
682,600653,申华控股,1.95,2,1.56,2.1,汽车服务及其他
683,600663,陆家嘴,8.23,2,2.36,0.55,房地产
684,600666,奥瑞德,3.47,2,2.97,6.31,电子化学品
685,600675,中华企业,2.79,2,1.82,1.05,房地产
686,600676,交运股份,6.79,2,13.55,6.92,综合
687,600685,中船防务,31.29,2,5.04,8.96,军工装备
688,600692,亚通股份,7.13,2,1.86,5.89,房地产
689,600693,东百集团,19.59,2,9.5,44.94,零售
690,600697,欧亚集团,13.66,2,2.02,12.81,零售
691,600710,苏美达,11.03,2,2.22,2.26,贸易
692,600712,南宁百货,6.94,2,2.06,7.22,零售
693,600715,文投控股,2.25,2,1.81,3.04,影视院线
694,600724,宁波富达,6.04,2,7.09,2.79,房地产
695,600736,苏州高新,7.5,2,7.45,17.39,房地产
696,600756,浪潮软件,19.8,2,6.74,27.09,IT服务
697,600760,中航沈飞,62.4,2,6.65,4.46,军工装备
698,600763,通策医疗,41.67,2,1.58,3.23,医疗服务
699,600764,中国海防,30.06,2,7.32,7.58,军工装备
700,600765,中航重机,20.1,2,5.24,13.91,军工装备
701,600777,*ST新潮,3.95,2,2.07,0.57,油气开采及服务
702,600796,钱江生化,6.2,2,2.14,4.72,环境治理
703,600797,浙大网新,10.61,2,3.41,12.64,IT服务
704,600807,济高发展,3.47,2,11.94,14.72,医疗器械
705,600812,华北制药,5.67,2,1.07,1.34,化学制药
706,600817,宇通重工,11.26,2,0.81,0.94,环保设备
707,600821,金开新能,5.25,2,1.74,2.06,电力
708,600839,四川长虹,9.44,2,1.61,4.71,黑色家电
709,600845,宝信软件,23.73,2,14.2,6.54,IT服务
710,600850,电科数字,32.77,2,10.67,13.03,IT服务
711,600853,龙建股份,4.5,2,2.97,6.17,建筑装饰
712,600858,银座股份,6.99,2,10.6,20.12,零售
713,600862,中航高科,27.07,2,10.0,14.41,军工装备
714,600959,江苏有线,3.66,2,4.27,2.26,文化传媒
715,600967,内蒙一机,19.05,2,11.86,18.17,军工装备
716,600981,苏豪汇鸿,3.35,2,4.04,6.04,贸易
717,600990,四创电子,34.99,2,6.35,25.16,军工电子
718,600992,贵绳股份,13.98,2,5.35,8.03,通用设备
719,600996,贵广网络,10.22,2,3.55,4.87,文化传媒
720,601022,宁波远洋,9.39,2,1.29,1.66,港口航运
721,601086,国芳集团,10.64,2,2.8,6.15,零售
722,601116,三江购物,15.68,2,7.03,15.26,零售
723,601139,深圳燃气,6.64,2,0.3,0.69,燃气
724,601177,杭齿前进,17.49,2,1.86,4.46,通用设备
725,601226,华电科工,8.93,2,8.9,9.55,建筑装饰
726,601228,广州港,3.29,2,0.61,0.69,港口航运
727,601360,三六零,12.14,2,8.1,7.17,软件开发
728,601595,上海电影,30.45,2,7.33,6.61,影视院线
729,601606,长城军工,51.97,2,7.02,19.49,军工装备
730,601686,友发集团,6.37,2,0.79,1.24,钢铁
731,601728,中国电信,6.32,2,0.96,0.42,通信服务
732,601801,皖新传媒,6.78,2,1.65,1.37,文化传媒
733,601858,中国科传,19.52,2,6.49,2.73,文化传媒
734,601933,永辉超市,5.16,2,4.88,16.74,零售
735,601949,中国出版,6.74,2,3.53,1.15,文化传媒
736,601956,东贝集团,7.31,2,2.38,3.83,白色家电
737,603000,人民网,21.05,2,6.05,5.5,文化传媒
738,603013,亚普股份,25.85,2,8.39,3.07,汽车零部件
739,603025,大豪科技,18.38,2,1.27,1.65,自动化设备
740,603029,天鹅股份,18.52,2,1.7,3.37,专用设备
741,603038,华立股份,17.11,2,2.7,4.61,建筑材料
742,603039,泛微网络,59.61,2,7.5,4.57,软件开发
743,603066,音飞储存,10.84,2,1.12,2.14,物流
744,603076,乐惠国际,24.11,2,2.16,2.68,专用设备
745,603082,北自科技,37.41,2,1.3,6.3,通用设备
746,603096,新经典,18.05,2,3.44,2.36,文化传媒
747,603100,川仪股份,26.9,2,11.9,7.85,通用设备
748,603107,上海汽配,15.16,2,0.66,2.39,汽车零部件
749,603108,润达医疗,17.94,2,15.74,20.29,医药商业
750,603111,康尼机电,7.02,2,1.15,2.4,轨交设备
751,603116,红蜻蜓,6.79,2,9.52,8.62,服装家纺
752,603121,华培动力,22.86,2,9.33,9.14,汽车零部件
753,603131,上海沪工,32.68,2,12.15,36.18,通用设备
754,603132,金徽股份,15.55,2,2.98,1.38,工业金属
755,603162,海通发展,12.55,2,1.37,10.4,港口航运
756,603176,汇通集团,5.44,2,2.26,2.74,建筑装饰
757,603177,德创环保,11.55,2,1.05,4.77,环境治理
758,603181,皇马科技,15.61,2,6.48,7.91,化学制品
759,603195,公牛集团,41.55,2,0.78,0.33,家居用品
760,603211,晋拓股份,23.45,2,5.2,10.92,汽车零部件
761,603218,日月股份,13.65,2,2.48,2.76,风电设备
762,603219,富佳股份,18.04,2,4.46,3.4,小家电
763,603231,索宝蛋白,18.73,2,1.08,4.83,农产品加工
764,603236,移远通信,101.72,2,2.6,7.94,通信设备
765,603258,电魂网络,19.33,2,2.82,3.31,游戏
766,603261,*ST立航,27.85,2,10.08,5.48,军工装备
767,603267,鸿远电子,57.73,2,7.15,11.19,军工电子
768,603270,金帝股份,26.91,2,2.09,16.57,通用设备
769,603289,泰瑞机器,10.41,2,2.06,2.55,专用设备
770,603310,巍华新材,17.18,2,0.82,2.03,化学制品
771,603322,超讯通信,40.85,2,2.41,12.84,IT服务
772,603325,博隆技术,82.78,2,3.53,7.41,专用设备
773,603331,百达精工,14.01,2,6.14,21.55,通用设备
774,603359,东珠生态,9.75,2,7.26,24.16,环境治理
775,603369,今世缘,35.47,2,0.85,1.13,白酒
776,603393,新天然气,28.0,2,2.6,2.72,油气开采及服务
777,603416,信捷电气,64.5,2,16.07,14.43,自动化设备
778,603444,吉比特,467.21,2,4.57,5.5,游戏
779,603496,恒为科技,32.26,2,16.08,25.09,计算机设备
780,603578,三星新材,12.27,2,3.11,3.87,白色家电
781,603602,纵横通信,14.97,2,2.32,4.23,通信服务
782,603626,科森科技,20.6,2,6.68,25.04,消费电子
783,603636,南威软件,12.61,2,5.7,9.96,IT服务
784,603638,艾迪精密,19.62,2,2.78,1.42,工程机械
785,603648,畅联股份,10.61,2,0.47,1.85,物流
786,603650,彤程新材,57.62,2,11.73,21.38,橡胶制品
787,603657,春光科技,30.3,2,2.33,3.94,白色家电
788,603658,安图生物,37.1,2,1.76,1.06,医疗器械
789,603669,灵康药业,4.81,2,3.66,2.5,化学制药
790,603678,火炬电子,39.41,2,9.23,16.66,军工电子
791,603682,锦和商管,7.17,2,10.48,8.74,零售
792,603689,皖天然气,8.25,2,0.61,1.23,燃气
793,603693,江苏新能,12.31,2,2.07,1.01,电力
794,603696,安记食品,24.0,2,14.01,40.52,食品加工制造
795,603698,航天工程,44.0,2,9.48,21.25,专用设备
796,603712,七一二,22.88,2,4.38,9.69,军工电子
797,603729,龙韵股份,16.92,2,5.88,10.27,文化传媒
798,603797,联泰环保,4.89,2,1.45,2.32,环境治理
799,603819,神力股份,12.11,2,1.25,3.51,电机
800,603822,ST嘉澳,122.0,2,9.57,7.9,化学制品
801,603859,能科科技,48.0,2,9.09,20.36,IT服务
802,603866,桃李面包,5.36,2,0.75,1.75,食品加工制造
803,603878,武进不锈,8.85,2,11.32,18.61,钢铁
804,603880,南卫股份,6.22,2,2.98,4.64,医疗器械
805,603882,金域医学,33.66,2,13.75,9.18,医疗服务
806,603883,老百姓,15.33,2,2.27,3.08,医药商业
807,603901,永创智能,14.97,2,2.75,4.86,专用设备
808,603918,金桥信息,18.09,2,12.71,25.02,IT服务
809,603927,中科软,19.94,2,2.36,3.3,软件开发
810,603950,长源东谷,32.61,2,15.52,10.01,汽车零部件
811,603966,法兰泰克,13.9,2,10.41,9.68,专用设备
812,603968,醋化股份,11.3,2,1.71,2.04,化学制品
813,603977,国泰集团,15.12,2,5.15,12.96,化学制品
814,605086,龙高股份,48.98,2,10.22,6.87,非金属材料
815,605089,味知香,26.08,2,2.6,2.52,食品加工制造
816,605116,奥锐特,30.69,2,19.42,5.44,化学制药
817,605123,派克新材,119.7,2,15.76,23.89,军工装备
818,605162,新中港,9.29,2,6.66,4.19,电力
819,605177,东亚药业,21.11,2,13.37,10.71,化学制药
820,605218,伟时电子,19.24,2,2.23,2.39,光学光电子
821,605266,健之佳,19.84,2,1.48,2.07,医药商业
822,605287,德才股份,29.3,2,4.27,7.69,建筑装饰
823,605398,新炬网络,31.24,2,8.06,11.43,IT服务
824,605598,上海港湾,70.35,2,6.64,15.37,建筑装饰
825,688010,福光股份,34.54,2,3.41,12.97,光学光电子
826,688011,新光光电,70.5,2,17.5,14.43,军工电子
827,688016,心脉医疗,97.94,2,1.9,2.78,医疗器械
828,688021,奥福科技,19.14,2,6.04,4.11,汽车零部件
829,688023,安恒信息,55.5,2,4.42,7.69,软件开发
830,688030,山石网科,18.83,2,3.69,3.42,软件开发
831,688039,当虹科技,59.15,2,14.08,23.16,IT服务
832,688057,金达莱,12.65,2,1.61,1.18,环境治理
833,688058,宝兰德,29.35,2,5.88,5.14,软件开发
834,688066,航天宏图,41.5,2,30.67,47.8,军工装备
835,688067,爱威科技,26.21,2,3.68,3.96,医疗器械
836,688070,纵横股份,61.45,2,5.91,5.57,军工装备
837,688078,龙软科技,29.15,2,5.05,3.62,软件开发
838,688083,中望软件,74.2,2,5.97,5.3,软件开发
839,688092,爱科科技,27.35,2,3.17,3.42,专用设备
840,688095,福昕软件,107.0,2,9.41,9.24,软件开发
841,688111,金山办公,341.5,2,5.56,3.29,软件开发
842,688118,普元信息,28.68,2,9.22,10.82,软件开发
843,688121,卓然股份,11.2,2,1.17,4.75,专用设备
844,688132,邦彦技术,19.86,2,6.55,5.71,军工电子
845,688133,泰坦科技,25.64,2,12.41,8.55,化学制品
846,688139,海尔生物,32.86,2,2.11,1.64,医疗器械
847,688151,华强科技,21.36,2,2.99,2.16,医疗器械
848,688152,麒麟信安,43.79,2,3.99,4.66,软件开发
849,688163,赛伦生物,23.16,2,3.35,1.52,生物制品
850,688175,高凌信息,29.83,2,4.3,3.9,军工电子
851,688176,亚虹医药,11.99,2,3.36,6.15,化学制药
852,688178,万德斯,24.25,2,1.72,1.65,环境治理
853,688182,灿勤科技,33.31,2,7.59,5.3,通信设备
854,688184,ST帕瓦,9.52,2,0.95,2.38,电池
855,688188,柏楚电子,151.56,2,3.69,1.87,自动化设备
856,688189,南新制药,8.87,2,5.97,6.99,化学制药
857,688196,卓越新能,72.85,2,22.33,6.36,化学制品
858,688203,海正生材,13.17,2,1.93,3.98,塑料制品
859,688207,格灵深瞳,16.67,2,4.97,5.52,IT服务
860,688227,品高股份,81.17,2,12.3,13.39,IT服务
861,688229,博睿数据,72.72,2,13.89,13.21,IT服务
862,688231,隆达股份,28.48,2,4.74,12.0,军工装备
863,688232,新点软件,26.74,2,6.32,2.37,软件开发
864,688239,航宇科技,70.7,2,6.72,11.34,军工装备
865,688246,嘉和美康,28.67,2,19.71,20.6,软件开发
866,688247,宣泰医药,10.29,2,2.29,1.41,化学制药
867,688253,英诺特,32.03,2,3.49,5.79,医疗器械
868,688255,凯尔达,37.35,2,2.33,3.81,自动化设备
869,688259,创耀科技,44.44,2,3.42,6.86,半导体
870,688270,臻镭科技,180.88,2,37.1,31.0,半导体
871,688281,华秦科技,92.63,2,23.11,4.85,军工装备
872,688285,高铁电气,9.27,2,3.46,1.78,轨交设备
873,688296,和达科技,14.02,2,4.94,3.89,软件开发
874,688297,中无人机,54.7,2,11.68,6.23,军工装备
875,688298,东方生物,25.1,2,1.91,2.08,医疗器械
876,688299,长阳科技,18.4,2,3.6,6.68,光学光电子
877,688301,奕瑞科技,112.11,2,3.52,2.35,医疗器械
878,688316,青云科技,65.32,2,5.08,11.47,IT服务
879,688319,欧林生物,31.02,2,11.34,5.09,生物制品
880,688327,云从科技,16.3,2,8.81,11.78,IT服务
881,688333,铂力特,116.89,2,15.45,18.41,通用设备
882,688343,云天励飞,81.56,2,5.36,12.26,IT服务
883,688349,三一重能,27.59,2,3.18,0.8,风电设备
884,688358,祥生医疗,35.45,2,10.78,6.06,医疗器械
885,688363,华熙生物,46.23,2,3.63,2.4,美容护理
886,688366,昊海生科,46.24,2,2.92,1.04,医疗器械
887,688369,致远互联,28.7,2,9.63,13.76,软件开发
888,688385,复旦微电,89.22,2,8.78,9.8,半导体
889,688387,信科移动,15.84,2,27.85,18.13,通信设备
890,688393,安必平,33.04,2,27.76,24.21,医疗器械
891,688398,赛特新材,18.17,2,3.77,2.8,化学制品
892,688399,硕世生物,79.98,2,17.38,17.5,医疗器械
893,688420,美腾科技,25.05,2,3.51,2.72,专用设备
894,688450,光格科技,29.66,2,6.92,4.2,电网设备
895,688456,有研粉材,68.6,2,2.53,16.01,金属新材料
896,688459,哈铁科技,9.84,2,1.44,2.81,轨交设备
897,688475,萤石网络,31.15,2,2.13,1.32,计算机设备
898,688496,清越科技,6.11,2,3.74,5.45,光学光电子
899,688505,复旦张江,8.84,2,3.03,2.77,化学制药
900,688509,正元地信,5.85,2,8.94,16.4,IT服务
901,688539,高华科技,53.37,2,7.71,23.45,通用设备
902,688543,国科军工,74.7,2,22.8,40.15,军工装备
903,688551,科威尔,39.95,2,5.16,4.1,其他电源设备
904,688557,兰剑智能,38.72,2,3.92,3.89,通用设备
905,688561,奇安信,38.55,2,3.57,2.59,软件开发
906,688565,力源科技,12.09,2,3.96,4.93,环境治理
907,688566,吉贝尔,30.91,2,1.85,2.29,化学制药
908,688569,铁科轨道,22.05,2,0.36,1.18,轨交设备
909,688570,天玛智控,18.93,2,1.45,1.26,自动化设备
910,688581,安杰思,62.91,2,1.81,5.25,医疗器械
911,688582,芯动联科,74.99,2,8.16,10.98,半导体
912,688585,上纬新材,143.99,2,13.08,3.67,塑料制品
913,688586,江航装备,15.52,2,17.49,10.89,军工装备
914,688590,新致软件,20.21,2,4.77,8.26,软件开发
915,688598,金博股份,31.95,2,4.93,7.84,光伏设备
916,688613,奥精医疗,23.11,2,6.99,11.42,医疗器械
917,688615,合合信息,264.42,2,7.12,9.59,软件开发
918,688616,西力科技,12.69,2,2.92,3.51,电网设备
919,688619,罗普特,14.17,2,1.87,4.1,计算机设备
920,688628,优利德,32.46,2,0.62,1.71,通用设备
921,688631,莱斯信息,73.26,2,5.18,11.93,软件开发
922,688656,浩欧博,161.88,2,2.35,2.53,医疗器械
923,688657,浩辰软件,56.91,2,5.25,6.79,软件开发
924,688670,金迪克,21.5,2,2.28,4.84,生物制品
925,688685,迈信林,58.04,2,6.57,6.37,军工装备
926,688686,奥普特,128.53,2,2.42,1.99,自动化设备
927,688691,灿芯股份,130.3,2,19.97,34.28,半导体
928,688695,中创股份,28.76,2,3.98,4.26,软件开发
